City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,lemoore,36.3008,-119.7829,17.04,46,0,3.09,US,1702335357
280,siwa oasis,29.2041,25.5195,14.02,78,86,1.93,EG,1702335358
281,tobol'sk,58.2,68.2667,-29.11,97,6,2.68,RU,1702335360
282,lamu,-2.2717,40.902,26.12,87,94,3.17,KE,1702335264
283,woolgoolga,-30.1106,153.2007,26.69,67,25,1.81,AU,1702335362
284,dunay,42.8803,132.3375,-12.38,63,84,11.52,RU,1702335363
285,whakatane,-37.9585,176.9854,21.05,61,3,3.58,NZ,1702335365
286,yacuiba,-22.038,-63.6797,27.89,58,91,3.85,BO,1702335366
287,bardai,11.65,7.2333,15.46,31,0,4.27,NG,1702335367
288,jinjiang,24.8198,118.5741,20.57,83,60,6.58,CN,1702335368
289,bandon,51.7469,-8.7425,9.77,91,100,4.7,IE,1702335371
290,dryden,49.7833,-92.7503,-5.84,93,100,6.17,CA,1702335372
291,safford,32.834,-109.7076,16.53,14,0,2.57,US,1702335374
292,vorgashor,67.5833,63.95,-18.23,89,100,6.25,RU,1702335375
293,kpandae,8.4689,-0.0113,26.28,19,2,1.18,GH,1702335376
294,st. paul,44.9444,-93.0933,0.99,83,0,3.09,US,1702335236
295,pullman,46.7313,-117.1796,6.13,94,100,0.0,US,1702335379
296,haldensleben i,52.2891,11.4098,10.57,84,96,6.41,DE,1702335380
297,corinto,37.9407,22.9573,9.38,82,11,1.98,GR,1702335382
298,uray,60.1247,64.7758,-32.85,96,68,0.89,RU,1702335383
299,prado,-17.3411,-39.2208,25.51,83,86,6.48,BR,1702335385
300,tadine,-21.55,167.8833,24.74,62,95,6.58,NC,1702335386
301,brisas de zicatela,15.8369,-97.0419,29.29,58,40,1.54,MX,1702335387
302,albunol,36.792,-3.205,18.1,48,80,1.34,ES,1702335388
303,hastings,50.8552,0.5729,10.85,96,8,4.53,GB,1702335390
304,bodaybo,57.8506,114.1933,-28.21,99,100,0.38,RU,1702335391
305,cockburn town,21.4612,-71.1419,25.98,78,40,6.17,TC,1702335392
306,brownsfield,30.5466,-91.1207,14.89,43,5,0.56,US,1702335393
307,aksuat,48.7167,83.7,-11.69,94,100,1.63,KZ,1702335394
308,flin flon,54.7682,-101.865,-9.09,62,75,7.72,CA,1702335395
309,sampit,-2.5333,112.95,24.63,96,60,0.32,ID,1702335397
310,khamanon kalan,30.8186,76.3508,10.91,40,0,1.97,IN,1702335398
311,pedernales,18.0384,-71.744,26.59,73,1,4.49,DO,1702335399
312,zeribet el oued,34.6828,6.5111,15.05,54,0,1.17,DZ,1702335400
313,eenhana,-17.4667,16.3333,25.48,33,44,2.72,NA,1702335135
314,toliara,-23.35,43.6667,25.06,71,58,2.59,MG,1702335403
315,crane,31.3974,-102.3501,16.15,18,11,2.86,US,1702335404
316,east ballina,-28.8667,153.5833,26.0,61,79,1.52,AU,1702335405
317,powell river,49.8496,-124.5361,6.22,93,100,2.06,CA,1702335406
318,pionerskiy,54.9508,20.2275,0.42,89,100,1.87,RU,1702335407
319,vilhena,-12.7406,-60.1458,23.12,100,0,3.6,BR,1702335408
320,zhigalovo,54.8097,105.1578,-36.55,100,29,0.21,RU,1702335409
321,sitangkai,4.6628,119.3928,27.74,79,58,4.25,PH,1702335410
322,nuuk,64.1835,-51.7216,0.17,95,100,13.13,GL,1702335411
323,ubinskoye,55.3068,79.6802,-29.59,93,6,5.21,RU,1702335412
324,saint-louis,16.3333,-15.0,23.8,16,69,4.25,SN,1702335413
325,la passe,45.5549,-0.8967,14.13,88,100,5.34,FR,1702335414
326,tromso,69.6496,18.957,-2.99,86,40,4.12,NO,1702335415
327,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,4.12,EC,1702335416
328,hadibu,12.65,54.0333,24.33,70,64,4.6,YE,1702335418
329,yuzhno-kurilsk,44.0306,145.8556,0.76,76,100,4.36,RU,1702335419
330,chamical,-30.36,-66.314,31.17,37,0,11.09,AR,1702335421
331,sallisaw,35.4604,-94.7875,15.82,28,0,0.0,US,1702335422
332,galliano,29.4422,-90.2992,15.0,41,0,0.0,US,1702335423
333,savanna-la-mar,18.219,-78.1332,27.97,80,96,1.13,JM,1702335424
334,port hedland,-20.3167,118.5667,23.03,60,0,0.0,AU,1702335425
335,isangel,-19.55,169.2667,26.06,65,75,3.09,VU,1702335427
336,muroto-misakicho,33.2833,134.15,18.72,89,53,4.68,JP,1702335428
337,labytnangi,66.6572,66.4183,-26.93,98,100,3.32,RU,1702335429
338,formosa do rio preto,-11.0483,-45.1931,27.88,42,99,1.37,BR,1702335430
339,villa la angostura,-40.7617,-71.6463,9.71,91,100,3.39,AR,1702335432
340,bac lieu,9.285,105.7244,24.61,91,79,4.81,VN,1702335433
341,usinsk,65.9939,57.5281,-18.24,94,100,12.2,RU,1702335434
342,ruidoso,33.3317,-105.673,12.81,16,0,0.0,US,1702335436
343,terme,41.2092,36.9739,11.96,91,100,1.74,TR,1702335437
344,altai,46.3722,96.2583,-14.4,89,71,0.74,MN,1702335438
345,mar del plata,-38.0023,-57.5575,22.68,87,0,14.75,AR,1702335440
346,clorinda,-25.2848,-57.7185,30.34,74,2,2.02,AR,1702335441
347,saint-philippe,-21.3585,55.7679,22.77,81,61,4.62,RE,1702335442
348,ghat,24.9647,10.1728,12.22,37,0,1.44,LY,1702335443
349,ghardaia,32.4909,3.6735,17.64,34,0,0.0,DZ,1702335444
350,yemetsk,63.4721,41.7941,-11.03,94,100,3.99,RU,1702335446
351,flying fish cove,-10.4217,105.6791,23.82,88,40,2.57,CX,1702335447
352,coquimbo,-29.9533,-71.3436,17.85,72,20,5.66,CL,1702334992
353,la romana,18.4273,-68.9728,29.2,70,20,2.57,DO,1702335449
354,labrador city,52.9463,-66.9114,-6.05,93,100,1.54,CA,1702335450
355,nizhnevartovsk,60.9344,76.5531,-34.99,75,75,2.0,RU,1702335451
356,knyaze-volkonskoye,48.4642,135.4567,-23.81,95,10,4.29,RU,1702335453
357,skhira,34.2992,10.07,12.82,46,4,5.99,TN,1702335454
358,zabol,32.25,67.25,1.76,49,6,2.81,AF,1702335455
359,hecun,36.5333,114.1111,-8.22,96,53,1.67,CN,1702335456
360,dergachi,51.2328,48.7659,-13.31,49,100,9.1,RU,1702335457
361,sao joao da barra,-21.6403,-41.0511,25.05,93,100,4.18,BR,1702335458
362,mana,5.6592,-53.7767,26.08,88,85,3.79,GF,1702335460
363,minot air force base,48.4209,-101.3391,-2.9,67,20,12.86,US,1702335461
364,laminusa,5.5549,120.9136,27.71,78,26,2.65,PH,1702335462
365,zhytkavichy,52.2168,27.8561,0.95,97,100,4.04,BY,1702335441
366,kayangel,8.0823,134.7173,28.41,76,50,6.3,PW,1702335466
367,puerto santa,-8.9906,-78.6456,20.5,83,11,4.64,PE,1702335467
368,astrakhan,46.3497,48.0408,-7.07,68,0,11.0,RU,1702335468
369,griffith,41.5284,-87.4237,1.96,73,0,2.57,US,1702335469
370,newnham,-41.3833,147.1333,20.37,68,99,1.54,AU,1702335470
371,khanabad,36.6825,69.1156,8.85,73,97,1.24,AF,1702335471
372,skeldon,5.8833,-57.1333,24.85,91,37,2.31,GY,1702335472
373,san luis,-33.295,-66.3356,28.96,34,0,7.14,AR,1702335330
374,redcliff,-19.0333,29.7833,19.29,91,91,3.06,ZW,1702335474
375,ichinohe,40.2069,141.3017,1.43,99,100,1.2,JP,1702335477
376,fortaleza,-3.7227,-38.5247,28.93,76,0,4.63,BR,1702335479
377,sos'va,59.1766,61.8558,-28.55,87,98,3.66,RU,1702335480
378,wynyard,-41.0,145.7167,18.19,73,100,3.36,AU,1702335482
379,klein schwulper,52.3415,10.429,8.55,88,75,5.14,DE,1702335483
380,sultanah,24.4926,39.5857,22.25,16,0,2.57,SA,1702335484
381,mountain home,43.133,-115.6912,3.97,83,100,0.89,US,1702335242
382,bonthe,7.5264,-12.505,26.66,81,4,2.61,SL,1702335487
383,tanjung pandan,-2.75,107.65,26.36,84,96,2.17,ID,1702335488
384,port mathurin,-19.6833,63.4167,25.89,76,90,2.39,MU,1702335489
385,selkirk,50.1436,-96.8845,-2.7,74,57,2.68,CA,1702335491
386,kilifi,-3.6305,39.8499,25.63,86,96,1.72,KE,1702335492
387,gadzhiyevo,69.2551,33.3362,-13.6,92,94,7.27,RU,1702335493
388,puerto aysen,-45.4,-72.7,10.41,94,97,2.09,CL,1702335495
389,kristiansund,63.1115,7.732,-2.64,80,0,1.54,NO,1702335496
390,san julian,21.0167,-102.1667,10.24,82,100,3.26,MX,1702335497
391,ailuk,10.2197,169.9797,27.48,66,71,8.62,MH,1702335498
392,bengkulu,-3.8004,102.2655,23.58,93,99,1.31,ID,1702335500
393,vila franca do campo,37.7167,-25.4333,13.23,82,100,2.49,PT,1702335501
394,kasungu,-13.0333,33.4833,22.05,76,96,3.36,MW,1702335502
395,itaituba,-4.2761,-55.9836,23.58,99,100,0.94,BR,1702335503
396,makokou,0.5738,12.8642,21.6,98,100,1.08,GA,1702335505
397,melo,-32.3667,-54.1833,19.86,83,52,5.87,UY,1702335442
398,kluang,2.0251,103.3328,23.32,97,80,1.49,MY,1702335509
399,azare,11.6765,10.1948,16.72,28,0,3.79,NG,1702335511
400,tshabong,-26.05,22.45,22.01,21,0,4.19,BW,1702335512
401,yarmouth,41.7057,-70.2286,7.2,73,0,12.07,US,1702335513
402,iskateley,67.6803,53.1512,-14.26,91,100,8.12,RU,1702335514
403,matthew town,20.95,-73.6667,26.89,82,22,6.78,BS,1702335516
404,new ross,52.3967,-6.9367,10.78,1,99,4.21,IE,1702335517
405,miri,4.4148,114.0089,25.08,94,20,2.06,MY,1702335518
406,pandan,14.0453,124.1694,26.56,85,69,3.56,PH,1702335520
407,rakops,-21.0167,24.3333,26.52,53,26,2.7,BW,1702335521
408,uacu cungo,-11.3634,15.1208,17.19,99,100,0.15,AO,1702335525
409,kizilcahamam,40.4697,32.6506,5.04,94,100,1.17,TR,1702335526
410,sandnessjoen,66.0217,12.6316,-15.71,76,2,6.38,NO,1702335527
411,tozkhurmato,34.8905,44.6299,18.81,32,100,1.98,IQ,1702335528
412,greenville,35.6127,-77.3663,7.09,78,40,0.0,US,1702335302
413,maloye ganyushkino,46.6,49.2667,-3.71,56,90,11.39,KZ,1702335531
414,al bawiti,28.3492,28.8659,13.07,60,0,1.93,EG,1702335532
415,brokopondo,4.75,-55.1667,27.33,75,95,2.27,SR,1702335533
416,plesetsk,62.708,40.2916,-10.61,94,100,3.77,RU,1702335534
417,umba,66.6871,34.3429,-16.67,99,100,1.59,RU,1702335535
418,isla vista,34.4133,-119.861,24.99,38,0,3.09,US,1702335236
419,balaipungut,1.05,101.2833,23.55,98,100,1.42,ID,1702335537
420,merizo village,13.2658,144.6691,29.43,85,51,6.68,GU,1702335538
421,san marcos,33.1434,-117.1661,25.5,30,0,1.79,US,1702335539
422,onega,63.9061,38.1404,-11.41,94,100,3.7,RU,1702335540
423,katsuren-haebaru,26.3369,127.8719,22.43,93,100,3.6,JP,1702335542
424,san antonio de pale,-1.4014,5.6325,26.0,84,100,4.03,GQ,1702335544
425,bedarieux,43.6155,3.1571,11.51,90,100,1.91,FR,1702335314
426,riverton,40.5219,-111.9391,8.36,54,0,2.68,US,1702335547
427,hamilton,39.1834,-84.5333,3.97,68,0,3.6,US,1702335024
428,dubbo,-32.25,148.6167,27.07,50,0,6.69,AU,1702335532
429,teguise,29.0605,-13.564,20.12,28,87,3.6,ES,1702335550
430,cedeira,43.6797,-8.0209,16.88,76,100,9.33,ES,1702335552
431,lospalos,-8.5186,127.0025,24.14,85,100,1.43,TL,1702335553
432,leava,-14.3,-178.1667,26.81,61,76,3.96,WF,1702335554
433,conception bay south,47.4999,-52.9981,12.53,95,100,11.47,CA,1702335555
434,tual,-5.6667,132.75,28.84,75,99,4.04,ID,1702335556
435,aketi,2.7388,23.7833,24.95,83,100,1.22,CD,1702335558
436,ancud,-41.8697,-73.8203,11.8,82,100,5.31,CL,1702335559
437,kone,-21.0595,164.8658,29.43,44,82,1.52,NC,1702335560
438,parabel',58.6978,81.4825,-30.61,95,79,2.24,RU,1702335561
439,bhitarwar,25.8,78.1167,14.57,55,0,1.36,IN,1702335562
440,tamanrasset,22.785,5.5228,13.95,21,0,3.09,DZ,1702335564
441,guanare,9.0418,-69.7421,26.99,67,6,1.53,VE,1702335565
442,deoria,26.5047,83.7872,13.41,40,0,1.87,IN,1702335566
443,twon-brass,4.3151,6.2418,27.81,75,18,4.61,NG,1702335568
444,port saint john's,-31.6229,29.5448,20.19,87,99,1.93,ZA,1702335569
445,ad dilam,23.9915,47.1627,17.23,25,23,2.65,SA,1702335570
446,sinop,41.7711,34.8709,7.16,82,99,1.24,TR,1702335571
447,kavieng,-2.5744,150.7967,28.34,80,96,4.37,PG,1702335572
448,bejaia,36.7559,5.0843,12.6,82,0,1.03,DZ,1702335574
449,inhambane,-23.865,35.3833,25.63,95,100,4.1,MZ,1702335575
450,victoria point,-27.5833,153.3,27.26,59,89,0.89,AU,1702335576
451,cienfuegos,22.1461,-80.4356,27.08,69,84,3.09,CU,1702335577
452,saynshand,44.8824,110.1163,-13.94,92,100,4.13,MN,1702335579
453,novyy urgal,51.0736,132.5642,-32.7,99,34,0.96,RU,1702335580
454,pitea,65.3172,21.4794,-7.95,97,94,2.62,SE,1702335581
455,pokhara,28.2333,83.9833,13.55,57,92,1.24,NP,1702335582
456,sur,22.5667,59.5289,22.83,63,44,1.03,OM,1702335583
457,bel ombre,-4.6167,55.4167,25.91,89,40,2.57,SC,1702335584
458,constantia,44.1833,28.65,2.61,81,38,3.8,RO,1702335547
459,skelleftea,64.7507,20.9528,-6.8,100,100,2.57,SE,1702335586
460,shendi,16.6915,33.4341,23.57,16,49,4.23,SD,1702335587
461,umluj,25.0213,37.2685,25.02,70,100,3.89,SA,1702335588
462,shanhaiguan,39.9988,119.7564,-10.55,55,40,2.82,CN,1702335590
463,palanga,55.9175,21.0686,0.01,93,100,2.57,LT,1702335433
464,bubaque,11.2833,-15.8333,28.02,63,2,5.42,GW,1702335592
465,manta,-0.95,-80.7333,26.88,83,75,4.92,EC,1702335593
466,brookings,44.3114,-96.7984,4.0,64,0,5.14,US,1702335437
467,toma,12.7667,-2.8833,21.8,17,0,4.25,BF,1702335596
468,souillac,-20.5167,57.5167,25.21,78,40,2.57,MU,1702335597
469,bamboo flat,11.7,92.7167,27.05,83,40,0.51,IN,1702335598
470,opuwo,-18.0607,13.84,22.99,31,75,2.46,NA,1702335599
471,minas,-34.3759,-55.2377,20.17,74,83,7.13,UY,1702335600
472,touros,-5.1989,-35.4608,27.2,77,0,9.22,BR,1702335601
473,sanctuary point,-35.1114,150.629,28.32,61,100,1.58,AU,1702335605
474,tricesimo,46.1672,13.2014,8.16,88,100,2.35,IT,1702335608
475,saint-mandrier-sur-mer,43.078,5.929,15.85,82,0,2.57,FR,1702335609
476,shakawe,-18.3667,21.85,23.76,60,57,2.91,BW,1702335612
477,kirkland lake,48.1446,-80.0377,-8.84,79,63,1.54,CA,1702335390
478,bechar,31.6167,-2.2167,11.18,46,0,0.0,DZ,1702335614
479,port-vila,-17.7338,168.3219,26.78,57,75,5.14,VU,1702335616
480,saint-joseph,-21.3667,55.6167,22.48,89,18,2.37,RE,1702335617
481,westport,41.1415,-73.3579,5.31,65,7,4.92,US,1702335618
482,aldinga beach,-35.2793,138.4604,20.11,93,100,5.6,AU,1702335620
483,hami,42.8,93.45,-2.95,64,100,1.95,CN,1702335623
484,lago da pedra,-4.3333,-45.1667,25.81,79,100,1.71,BR,1702335625
485,colonia,50.9333,6.95,9.42,80,66,4.16,DE,1702335616
486,hasaki,35.7333,140.8333,10.22,89,100,9.94,JP,1702335627
487,uzgen,40.7699,73.3007,-0.84,99,100,2.97,KG,1702335629
488,viitasaari,63.0667,25.8667,-14.14,97,100,2.02,FI,1702335630
489,matoury,4.8483,-52.3317,27.98,78,20,1.54,GF,1702335631
490,vilyuysk,63.7553,121.6247,-26.94,97,100,2.66,RU,1702335632
491,yanjiang,30.1211,104.6481,10.0,80,26,1.68,CN,1702335432
492,palmer,42.1584,-72.3287,4.36,63,40,9.26,US,1702335635
493,sharkan,57.2989,53.8712,-27.97,96,89,3.83,RU,1702335636
494,wajir,1.7471,40.0573,26.66,68,98,5.41,KE,1702335637
495,taitung city,22.7583,121.1444,22.15,100,40,2.06,TW,1702335638
496,cidreira,-30.1811,-50.2056,20.82,83,3,5.22,BR,1702335640
497,pudozh,61.8099,36.5345,-10.59,92,100,3.13,RU,1702335641
498,kerikeri,-35.2268,173.9474,19.95,65,41,0.45,NZ,1702335642
499,qarqin,37.4185,66.0436,6.33,45,61,5.88,AF,1702335643
500,gbadolite,4.2833,21.0167,23.08,54,100,0.47,CD,1702335644
501,caconda,-13.7333,15.0667,16.87,94,100,1.4,AO,1702335646
502,kokuy,52.2037,117.5529,-35.68,100,64,0.37,RU,1702335647
503,sola,-13.8833,167.55,26.46,62,99,7.21,VU,1702335648
504,swan hill,-35.3378,143.5544,33.71,22,87,7.06,AU,1702335439
505,antsiranana,-12.2787,49.2917,25.41,81,19,4.16,MG,1702335651
506,cherepovets,59.1333,37.9,-7.34,94,100,7.18,RU,1702335654
507,cova figueira,14.8905,-24.2934,23.68,59,6,6.94,CV,1702335656
508,poletayevo,55.0336,61.1138,-35.1,97,43,2.8,RU,1702335658
509,munnerstadt,50.25,10.1833,9.75,83,95,4.45,DE,1702335659
510,fortuna,40.5982,-124.1573,16.63,86,0,5.14,US,1702335665
511,kalymnos,36.95,26.9833,14.74,72,40,3.09,GR,1702335668
512,acara,-1.9608,-48.1967,26.44,77,95,1.2,BR,1702335671
513,jogeva,58.7467,26.3939,-3.95,96,100,3.23,EE,1702335673
514,ulladulla,-35.35,150.4667,25.98,76,97,1.38,AU,1702335674
515,mogocha,53.7333,119.7667,-35.06,98,6,1.31,RU,1702335675
516,alofi,-19.0595,-169.9187,26.94,78,75,3.09,NU,1702335676
517,tadmur,34.5608,38.2805,12.53,82,32,1.68,SY,1702335678
518,usogorsk,63.4106,48.6872,-15.74,92,100,5.14,RU,1702335680
519,newman,37.3138,-121.0208,16.8,48,96,0.89,US,1702335384
520,tangalle,6.024,80.7911,23.83,91,86,1.55,LK,1702335683
521,sedan,49.6667,5.0,7.29,98,92,1.85,FR,1702335684
522,mairi,-11.7114,-40.1489,25.96,53,67,6.97,BR,1702335686
523,ardakan,32.31,54.0175,11.07,36,89,2.4,IR,1702335688
524,al jubayl,27.0112,49.6583,22.36,61,53,2.36,SA,1702335689
525,muli,2.9167,73.5667,28.16,73,70,3.41,MV,1702335691
526,prince rupert,54.3161,-130.3201,4.83,78,0,7.72,CA,1702335616
527,belyy yar,53.6039,91.3903,-36.06,75,58,0.0,RU,1702335694
528,bhadra,29.1167,75.1667,14.43,30,7,2.87,IN,1702335696
529,kikinda,45.8297,20.4653,5.51,96,100,2.96,RS,1702335698
530,ceiba,18.4463,-66.3507,27.96,87,17,1.34,PR,1702335699
531,patterson,37.4716,-121.1297,16.17,48,98,3.02,US,1702335605
532,polygyros,40.3744,23.4383,8.14,63,53,0.69,GR,1702335702
533,jian'ou,27.0469,118.3253,15.65,93,95,1.45,CN,1702335703
534,moram,17.8,76.4667,17.99,63,49,4.23,IN,1702335704
535,mhangura,-16.8939,30.1683,22.11,61,62,0.24,ZW,1702335705
536,jayapura,-2.5333,140.7,27.66,78,100,2.76,ID,1702335707
537,coracao de jesus,-16.6853,-44.365,27.46,31,89,1.46,BR,1702335709
538,al hufuf,25.3646,49.5653,15.19,41,0,0.0,SA,1702335710
539,chiang klang,19.2938,100.8617,21.02,96,24,0.55,TH,1702335711
540,mwinilunga,-11.7358,24.4293,17.96,97,100,0.56,ZM,1702335712
541,odessa,46.4775,30.7326,2.09,88,51,2.99,UA,1702335620
542,sabang,5.8933,95.3214,27.08,78,90,1.62,ID,1702335714
543,zhezqazghan,47.7833,67.7667,-23.48,67,6,8.52,KZ,1702335715
544,minas de marcona,-15.2119,-75.1103,17.32,76,10,6.03,PE,1702335716
545,tharyarwady,17.65,95.8,22.08,91,4,2.33,MM,1702335718
546,zouerate,22.7187,-12.4521,18.05,20,0,3.89,MR,1702335719
547,keelung,25.1283,121.7419,22.81,92,100,5.82,TW,1702335713
548,manokwari,-0.8667,134.0833,27.53,73,100,2.23,ID,1702335721
549,formosa,-26.1775,-58.1781,30.99,51,20,3.09,AR,1702335723
550,bemidji,47.4736,-94.8803,-3.86,92,100,7.72,US,1702335724
551,arroio grande,-32.2375,-53.0869,19.97,84,71,5.12,BR,1702335726
552,mbala,-8.8402,31.3659,16.89,91,100,1.12,ZM,1702335727
553,shipunovo,52.1582,82.2173,-25.21,89,37,5.69,RU,1702335728
554,jetiba,-20.05,-40.6667,22.27,86,99,1.34,BR,1702335730
555,mejit,10.2753,170.8646,27.07,71,30,8.45,MH,1702335731
556,mil'kovo,55.6078,37.7956,-6.48,93,100,6.51,RU,1702335733
557,armacao de buzios,-22.7469,-41.8817,25.03,93,99,4.18,BR,1702335734
558,sept-iles,50.2001,-66.3821,-0.71,97,100,4.63,CA,1702335736
559,hays,30.0502,-98.0336,16.99,35,1,0.45,US,1702335737
560,bidar,17.9,77.55,16.5,66,50,2.59,IN,1702335738
561,carlos chagas,-17.7031,-40.7664,25.31,61,78,6.81,BR,1702335740
